gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_amplification_cases	cohort_cnv_amplification_cases_percentage	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_heterozygous_deletion_cases	cohort_cnv_heterozygous_deletion_cases_percentage	num_cohort_cnv_homozygous_deletion_cases	cohort_cnv_homozygous_deletion_cases_percentage	num_mutations	annotations
ENSG00000196220	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	3p25.3	protein_coding	0	513	0.00	353	18289	1.93	511	3	0.59	15	2.94	26	5.09	0	0.00	0	Cancer Gene Census
ENSG00000197122	SRC	SRC proto-oncogene, non-receptor tyrosine kinase	20q11.23	protein_coding	0	513	0.00	129	18289	0.71	511	4	0.78	35	6.85	1	0.20	0	0.00	0	Cancer Gene Census
ENSG00000198900	TOP1	DNA topoisomerase I	20q12	protein_coding	0	513	0.00	185	18289	1.01	511	5	0.98	32	6.26	1	0.20	0	0.00	0	Cancer Gene Census
ENSG00000204103	MAFB	MAF bZIP transcription factor B	20q12	protein_coding	0	513	0.00	97	18289	0.53	511	4	0.78	32	6.26	1	0.20	0	0.00	0	Cancer Gene Census
ENSG00000204370	SDHD	succinate dehydrogenase complex subunit D	11q23.1	protein_coding	0	513	0.00	44	18289	0.24	511	0	0.00	35	6.85	12	2.35	0	0.00	0	Cancer Gene Census
ENSG00000204531	POU5F1	POU class 5 homeobox 1	6p21.33	protein_coding	0	513	0.00	90	18289	0.49	511	0	0.00	9	1.76	21	4.11	0	0.00	0	Cancer Gene Census
ENSG00000205927	OLIG2	oligodendrocyte transcription factor 2	21q22.11	protein_coding	0	513	0.00	102	18289	0.56	511	1	0.20	14	2.74	28	5.48	1	0.20	0	Cancer Gene Census
ENSG00000206503	HLA-A	major histocompatibility complex, class I, A	6p22.1	protein_coding	0	513	0.00	167	18289	0.91	511	1	0.20	8	1.57	21	4.11	0	0.00	0	Cancer Gene Census
ENSG00000213066	CEP43	centrosomal protein 43	6q27	protein_coding	0	513	0.00	85	18289	0.46	511	0	0.00	2	0.39	68	13.31	0	0.00	0	Cancer Gene Census
ENSG00000213190	MLLT11	MLLT11 transcription factor 7 cofactor	1q21.3	protein_coding	0	513	0.00	29	18289	0.16	511	2	0.39	26	5.09	3	0.59	0	0.00	0	Cancer Gene Census
ENSG00000213672	NCKIPSD	NCK interacting protein with SH3 domain	3p21.31	protein_coding	0	513	0.00	137	18289	0.75	511	1	0.20	5	0.98	44	8.61	0	0.00	0	Cancer Gene Census
ENSG00000214562	NUTM2D	NUT family member 2D	10q23.2	protein_coding	0	513	0.00	73	18289	0.40	511	1	0.20	1	0.20	100	19.57	0	0.00	0	Cancer Gene Census
ENSG00000245848	CEBPA	CCAAT enhancer binding protein alpha	19q13.11	protein_coding	0	513	0.00	74	18289	0.40	511	0	0.00	23	4.50	194	37.96	0	0.00	0	Cancer Gene Census
ENSG00000261652	C15orf65	chromosome 15 open reading frame 65	15q21.3	protein_coding	0	513	0.00	11	18289	0.06	511	1	0.20	6	1.17	57	11.15	0	0.00	0	Cancer Gene Census
ENSG00000276180	H4C9	H4 clustered histone 9	6p22.1	protein_coding	0	513	0.00	83	18289	0.45	511	0	0.00	8	1.57	25	4.89	0	0.00	0	Cancer Gene Census
